,Hospital Name,Beds,City,State,Estimated Ventilators,Statewide Ventilators per Bed
3477,Mayo Clinic Health System- Northland in Barron,25,Barron,WI,1.4232999472851873,0.05693199789140749
3478,Mayo Clinic Hospital,273,Phoenix,AZ,21.84333740831296,0.0800122249388753
3479,Mayo Clinic Hospital - Methodist Campus,300,Rochester,MN,15.286504146770545,0.050955013822568486
3480,Mayo Clinic Hospital - Saint Mary's Campus,1220,Rochester,MN,62.165116863533555,0.050955013822568486
3481,Mayo Clinic Hospital in Florida,277,Jacksonville,FL,19.125651260840986,0.06904567242180862
3482,Mayo Eugenio Litta Children's Hospital,0,Rochester,MN,0.0,0.050955013822568486
3483,McAlester Regional Health Center,153,McAlester,OK,8.98714081600254,0.058739482457532945
3484,McAllen Medical Center,542,McAllen,TX,38.590172119301016,0.07119957955590593
3485,McBride Clinic Orthopedic Hospital,64,Oklahoma City,OK,3.7593268772821085,0.058739482457532945
3486,McCamey County Hospital District,11,McCamey,TX,0.7831953751149653,0.07119957955590593
3487,McCone County Health Center,30,Circle,MT,1.1563796047816541,0.03854598682605514
3488,McCullough-Hyde Memorial Hospital (Oxford Campus),45,Oxford,OH,3.4669132177742643,0.07704251595053921
3489,McCurtain Memorial Hospital,0,Idabel,OK,0.0,0.058739482457532945
3490,McDonald Army Health Center,0,Fort Eustis,VA,0.0,0.0664408805657934
3491,McDonough District Hospital,57,Macomb,IL,3.865569152214104,0.06781700267042287
3492,McDowell ARH Hospital,25,McDowell,KY,1.4299921644264963,0.05719968657705985
3493,McFarland Mental Health Center,147,Springfield,IL,9.969099392552161,0.06781700267042287
3494,McGehee Hospital,25,McGehee,AR,1.45651173492867,0.058260469397146804
3495,McKay-Dee Hospital,310,Ogden,UT,24.76651842439644,0.07989199491740788
3496,McKee Medical Center,115,Loveland,CO,8.762727424470038,0.07619762977800033
3497,McKenzie County Hospital,71,Watford City,ND,3.416198877305533,0.048115477145148355
3498,McKenzie Memorial Hospital,25,Sandusky,MI,1.6386897579672086,0.06554759031868834
3499,McKenzie-Willamette Medical Center,113,Springfield,OR,7.603879598662208,0.06729096989966556
3500,McLaren Bay Region,340,Bay City,MI,22.286180708354035,0.06554759031868834
3501,McLaren Bay Special Care Hospital,31,Bay City,MI,2.031975299879339,0.06554759031868834
3502,McLaren Caro Region,25,Caro,MI,1.6386897579672086,0.06554759031868834
3503,McLaren Central Michigan,83,Mount Pleasant,MI,5.440449996451132,0.06554759031868834
3504,McLaren Flint,353,Flint,MI,23.138299382496985,0.06554759031868834
3505,McLaren Greater Lansing,271,Lansing,MI,17.76339697636454,0.06554759031868834
3506,McLaren Lapeer Region,222,Lapeer,MI,14.551565050748811,0.06554759031868834
3507,McLaren Macomb,259,Mount Clemens,MI,16.97682589254028,0.06554759031868834
3508,McLaren Northern Michigan,202,Petoskey,MI,13.240613244375044,0.06554759031868834
3509,McLaren Oakland,151,Pontiac,MI,9.897686138121939,0.06554759031868834
3510,McLaren Orthopedic Hospital,0,Lansing,MI,0.0,0.06554759031868834
3511,McLaren Port Huron Hospital,186,Port Huron,MI,12.191851799276032,0.06554759031868834
3512,McLaren Thumb Region,58,Bad Axe,MI,3.801760238483924,0.06554759031868834
3513,McLean Hospital,219,Belmont,MA,15.099010870629714,0.06894525511703066
3514,McLeod Darlington,59,Darlington,SC,4.154251372607211,0.07041104021368155
3515,McLeod Health Cheraw,48,Cheraw,SC,3.3797299302567145,0.07041104021368155
3516,McLeod Health Clarendon,49,Manning,SC,3.4501409704703963,0.07041104021368155
3517,McLeod Health Dillon,72,Dillon,SC,5.069594895385071,0.07041104021368155
3518,McLeod Health Seacoast,0,Little River,SC,0.0,0.07041104021368155
3519,McLeod Loris,155,Loris,SC,10.91371123312064,0.07041104021368155
3520,McLeod Regional Medical Center,509,Florence,SC,35.83921946876391,0.07041104021368155
3521,McPherson Hospital,37,McPherson,KS,2.006118143459916,0.05421940928270042
3522,Meade District Hospital,20,Meade,KS,1.0843881856540085,0.05421940928270042
3523,Meadowbrook Rehabilitation Hospital,96,Gardner,KS,5.205063291139241,0.05421940928270042
3524,Meadows Regional Medical Center,52,Vidalia,GA,3.9308003467206007,0.07559231436001156
3525,Meadowview Regional Medical Center,100,Maysville,KY,5.719968657705985,0.05719968657705985
3526,MeadowWood Behavioral Health Hospital,97,New Castle,DE,6.634746922024624,0.06839945280437756
3527,Meadville Medical Center,216,Meadville,PA,15.256769111751883,0.07063319033218464
3528,Mease Countryside Hospital,311,Safety Harbor,FL,21.47320412318248,0.06904567242180862
3529,Mease Dunedin Hospital,112,Dunedin,FL,7.733115311242566,0.06904567242180862
3530,Medical Arts Hospital,22,Lamesa,TX,1.5663907502299306,0.07119957955590593
3531,Medical Behavioral Hospital of Mishawaka,30,Mishawaka,IN,2.2852411509004344,0.07617470503001449
3532,Medical Center Barbour,47,Eufaula,AL,2.461153167510957,0.05236496101087142
3533,Medical Center Enterprise,99,Enterprise,AL,5.184131140076271,0.05236496101087142
3534,Medical Center for Federal Prisoners Springfield,0,Springfield,MO,0.0,0.06974373907979033
3535,Medical Center Hospital,353,Odessa,TX,25.133451583234795,0.07119957955590593
3536,Medical Center Navicent Health,610,Macon,GA,46.11131175960705,0.07559231436001156
3537,Medical Center of South Arkansas,131,El Dorado,AR,7.632121491026231,0.058260469397146804
3538,Medical Center of Trinity,307,Trinity,FL,21.197021433495244,0.06904567242180862
3539,Medical City Alliance,75,Fort Worth,TX,5.339968466692945,0.07119957955590593
3540,Medical City Arlington,351,Arlington,TX,24.991052424122984,0.07119957955590593
3541,Medical City Children's Hospital,0,Dallas,TX,0.0,0.07119957955590593
3542,Medical City Dallas,793,Dallas,TX,56.46126658783341,0.07119957955590593
3543,Medical City Denton,185,Denton,TX,13.171922217842598,0.07119957955590593
3544,Medical City Fort Worth,218,Fort Worth,TX,15.521508343187493,0.07119957955590593
3545,Medical City Frisco,0,Frisco,TX,0.0,0.07119957955590593
3546,Medical City Green Oaks Hospital,124,Dallas,TX,8.828747864932335,0.07119957955590593
3547,Medical City Las Colinas,80,Irving,TX,5.695966364472475,0.07119957955590593
3548,Medical City Lewisville,156,Lewisville,TX,11.107134410721326,0.07119957955590593
3549,Medical City McKinney,234,McKinney,TX,16.660701616081987,0.07119957955590593
3550,Medical City Plano,461,Plano,TX,32.82300617527263,0.07119957955590593
3551,Medical City Weatherford,82,Weatherford,TX,5.838365523584287,0.07119957955590593
3552,Medical West,231,Bessemer,AL,12.096305993511299,0.05236496101087142
3553,Medicine Lodge Memorial Hospital,22,Medicine Lodge,KS,1.1928270042194093,0.05421940928270042
3554,Medina Regional Hospital,25,Hondo,TX,1.7799894888976482,0.07119957955590593
3555,MedStar Franklin Square Medical Center,347,Baltimore,MD,24.99742988888049,0.07203870284979969
3556,MedStar Georgetown University Hospital,393,Washington,DC,54.64616782793093,0.13904877309906089
3557,Medstar Good Samaritan Hospital,201,Baltimore,MD,14.479779272809736,0.07203870284979969
3558,MedStar Harbor Hospital,129,Baltimore,MD,9.292992667624159,0.07203870284979969
3559,MedStar Montgomery Medical Center,117,Olney,MD,8.428528233426563,0.07203870284979969
3560,MedStar National Rehabilitation Hospital,137,Washington,DC,19.04968191457134,0.13904877309906089
3561,MedStar Saint Mary's Hospital,96,Leonardtown,MD,6.91571547358077,0.07203870284979969
3562,MedStar Southern Maryland Hospital,176,Clinton,MD,12.678811701564744,0.07203870284979969
3563,MedStar Union Memorial Hospital,185,Baltimore,MD,13.327160027212942,0.07203870284979969
3564,Medstar Washington Hospital Center,747,Washington,DC,103.86943350499848,0.13904877309906089
3565,Mee Memorial Hospital,95,King City,CA,7.414068792343773,0.07804282939309234
3566,Meeker Memorial Hospital,33,Litchfield,MN,1.68151545614476,0.050955013822568486
3567,Melbourne Regional Medical Center,113,Melbourne,FL,7.802160983664374,0.06904567242180862
3568,Melissa Memorial Hospital,15,Holyoke,CO,1.142964446670005,0.07619762977800033
3569,Melrose-Wakefield Hospital,0,Melrose,MA,0.0,0.06894525511703066
3570,Memorial Community Hospital,21,Blair,NE,1.36943744752309,0.06521130702490904
3571,Memorial Healthcare,150,Owosso,MI,9.832138547803252,0.06554759031868834
3572,Memorial Hermann - Texas Medical Center,1014,Houston,TX,72.19637366968861,0.07119957955590593
3573,Memorial Hermann Cypress Hospital,0,Cypress,TX,0.0,0.07119957955590593
3574,Memorial Hermann Greater Heights Hospital,0,Houston,TX,0.0,0.07119957955590593
3575,Memorial Hermann Katy Hospital,208,Katy,TX,14.809512547628433,0.07119957955590593
3576,Memorial Hermann Memorial City Medical Center,444,Houston,TX,31.612613322822234,0.07119957955590593
3577,Memorial Hermann Northeast Hospital,255,Humble,TX,18.155892786756013,0.07119957955590593
3578,Memorial Hermann Orthopedic & Spine Hospital,64,Bellaire,TX,4.55677309157798,0.07119957955590593
3579,Memorial Hermann Pearland Hospital,0,Pearland,TX,0.0,0.07119957955590593
3580,Memorial Hermann Rehabilitation Hospital - Katy,35,Katy,TX,2.4919852844567076,0.07119957955590593
3581,Memorial Hermann Southeast Hospital,0,Houston,TX,0.0,0.07119957955590593
3582,Memorial Hermann Southwest Hospital,1388,Houston,TX,98.82501642359743,0.07119957955590593
3583,Memorial Hermann Sugar Land Hospital,145,Sugar Land,TX,10.32393903560636,0.07119957955590593
3584,Memorial Hermann Surgical Hospital First Colony,7,Sugar Land,TX,0.4983970568913415,0.07119957955590593
3585,Memorial Hermann Surgical Hospital Kingwood,10,Kingwood,TX,0.7119957955590593,0.07119957955590593
3586,Memorial Hermann Surgical Hospital-First Colony,6,Sugar Land,TX,0.42719747733543556,0.07119957955590593
3587,Memorial Hermann The Woodlands Medical Center,0,The Woodlands,TX,0.0,0.07119957955590593
3588,Memorial Hermann Tomball,15,Tomball,TX,1.067993693338589,0.07119957955590593
3589,Memorial Hospital,24,Seward,NE,1.565071368597817,0.06521130702490904
3590,Memorial Hospital,435,South Bend,IN,33.1359966880563,0.07617470503001449
3591,Memorial Hospital,14,Aurora,NE,0.9129582983487265,0.06521130702490904
3592,Memorial Hospital,25,Chester,IL,1.6954250667605717,0.06781700267042287
3593,Memorial Hospital,60,Marysville,OH,4.622550957032352,0.07704251595053921
3594,Memorial Hospital,418,Jacksonville,FL,28.861091072316004,0.06904567242180862
3595,Memorial Hospital,25,Seminole,TX,1.7799894888976482,0.07119957955590593
3596,Memorial Hospital,40,Stilwell,OK,2.3495792983013177,0.058739482457532945
3597,Memorial Hospital,103,Abilene,KS,5.584599156118143,0.05421940928270042
3598,Memorial Hospital and Health Care Center,152,Jasper,IN,11.578555164562202,0.07617470503001449
3599,Memorial Hospital and Manor,187,Bainbridge,GA,14.13576278532216,0.07559231436001156
3600,Memorial Hospital at Gulfport,281,Gulfport,MS,18.38898817121947,0.06544123904348566
3601,Memorial Hospital at Stone County,25,Wiggins,MS,1.6360309760871414,0.06544123904348566
3602,Memorial Hospital Belleville,294,Belleville,IL,19.938198785104323,0.06781700267042287
3603,Memorial Hospital East,94,Shiloh,IL,6.37479825101975,0.06781700267042287
3604,Memorial Hospital Los Banos,40,Los Banos,CA,3.121713175723694,0.07804282939309234
3605,Memorial Hospital Miramar,178,Miramar,FL,12.290129691081933,0.06904567242180862
3606,Memorial Hospital of Carbon County,25,Rawlins,WY,1.324128564961521,0.05296514259846084
3607,Memorial Hospital of Carbondale,167,Carbondale,IL,11.325439445960619,0.06781700267042287
3608,Memorial Hospital of Converse County,25,Douglas,WY,1.324128564961521,0.05296514259846084
3609,Memorial Hospital of Gardena,172,Gardena,CA,13.423366655611883,0.07804282939309234
3610,Memorial Hospital of Lafayette County,25,Darlington,WI,1.4232999472851873,0.05693199789140749
3611,Memorial Hospital of Sweetwater County,58,Rock Springs,WY,3.071978270710729,0.05296514259846084
3612,Memorial Hospital of Tampa,183,Tampa,FL,12.635358053190977,0.06904567242180862
3613,Memorial Hospital of Texas County,25,Guymon,OK,1.4684870614383236,0.058739482457532945
3614,Memorial Hospital Pembroke,301,Pembroke Pines,FL,20.782747398964393,0.06904567242180862
3615,Memorial Hospital West,486,Pembroke Pines,FL,33.55619679699899,0.06904567242180862
3616,Memorial Medical Center,25,Port Lavaca,TX,1.7799894888976482,0.07119957955590593
3617,Memorial Medical Center,419,Modesto,CA,32.69994551570569,0.07804282939309234
3618,Memorial Medical Center,466,Springfield,IL,31.602723244417056,0.06781700267042287
3619,Memorial Medical Center,199,Las Cruces,NM,15.035920726672172,0.07555739058629232
3620,Memorial Medical Center,35,Ashland,WI,1.992619926199262,0.05693199789140749
3621,Memorial Regional Health,25,Craig,CO,1.9049407444500084,0.07619762977800033
3622,Memorial Regional Hospital,1013,Hollywood,FL,69.94326616329214,0.06904567242180862
3623,Memorial Regional Hospital South,0,Hollywood,FL,0.0,0.06904567242180862
3624,Memorial Regional Medical Center,224,Mechanicsville,VA,14.882757246737723,0.0664408805657934
3625,Memorial Satilla Health,159,Waycross,GA,12.019177983241837,0.07559231436001156
3626,Memorial Sloan-Kettering Cancer Center,498,New York,NY,35.07108027006751,0.07042385596399099
3627,Memorial University Medical Center,535,Savannah,GA,40.441888182606185,0.07559231436001156
3628,Memphis Mental Health Institute,55,Memphis,TN,3.884310986964618,0.07062383612662942
3629,Memphis VA Medical Center,0,Memphis,TN,0.0,0.07062383612662942
3630,Mena Regional Health System,65,Mena,AR,3.786930510814542,0.058260469397146804
3631,Mendocino Coast District Hospital,25,Fort Bragg,CA,1.9510707348273086,0.07804282939309234
3632,Mendota Mental Health Institute,379,Madison,WI,21.57722720084344,0.05693199789140749
3633,Menifee Global Medical Center,84,Menifee,CA,6.555597669019757,0.07804282939309234
3634,Menlo Park Surgical Hospital,16,Menlo Park,CA,1.2486852702894775,0.07804282939309234
3635,Menorah Medical Center,164,Overland Park,KS,8.89198312236287,0.05421940928270042
3636,Mental Health Services for Clark and Madison Counties,16,Springfield,OH,1.2326802552086273,0.07704251595053921
3637,Mercer County Community Hospital,42,Coldwater,OH,3.2357856699226466,0.07704251595053921
3638,Mercy Hospital Columbus,10,Columbus,KS,0.5421940928270043,0.05421940928270042
3639,Mercy Catholic Medical Center - Mercy Fitzgerald Campus,340,Darby,PA,24.015284712942776,0.07063319033218464
3640,Mercy Catholic Medical Center - Mercy Philadelphia Campus,0,Philadelphia,PA,0.0,0.07063319033218464
3641,Mercy Children's Hospital Saint Louis,0,Saint Louis,MO,0.0,0.06974373907979033
3642,Mercy Children's Hospital Springfield,0,Springfield,MO,0.0,0.06974373907979033
3643,Mercy General Hospital,419,Sacramento,CA,32.69994551570569,0.07804282939309234
3644,Mercy Gilbert Medical Center,198,Gilbert,AZ,15.84242053789731,0.0800122249388753
3645,Mercy Health - Clermont Hospital,147,Batavia,OH,11.325249844729264,0.07704251595053921
3646,Mercy Health - Defiance Hospital,23,Defiance,OH,1.7719778668624018,0.07704251595053921
3647,Mercy Health - Saint Anne Hospital,123,Toledo,OH,9.476229461916322,0.07704251595053921
3648,Mercy Health - Saint Charles Hospital,235,Oregon,OH,18.104991248376713,0.07704251595053921
3649,Mercy Health - Saint Elizabeth Youngstown Hospital,364,Youngstown,OH,28.043475805996273,0.07704251595053921
3650,Mercy Health - Saint Joseph Warren Hospital,127,Warren,OH,9.784399525718479,0.07704251595053921
3651,Mercy Health - Saint Rita's Medical Center,347,Lima,OH,26.733753034837104,0.07704251595053921
3652,Mercy Health - Springfield Regional Medical Center,254,Springfield,OH,19.568799051436958,0.07704251595053921
3653,Mercy Health - West Hospital,221,Cincinnati,OH,17.026396025069165,0.07704251595053921
3654,Mercy Health / Love County Hospital,25,Marietta,OK,1.4684870614383236,0.058739482457532945
3655,Mercy Health Hackley Campus,375,Muskegon,MI,24.580346369508128,0.06554759031868834
3656,Mercy Health Lakeshore Campus,24,Shelby,MI,1.5731421676485202,0.06554759031868834
3657,Mercy Health Mercy Campus,160,Muskegon,MI,10.487614450990135,0.06554759031868834
3658,Mercy Health Saint Mary's,303,Grand Rapids,MI,19.86091986656257,0.06554759031868834
3659,Mercy Health- Children's Hospital,0,Toledo,OH,0.0,0.07704251595053921
3660,Mercy Health- Fairfield Hospital,214,Fairfield,OH,16.487098413415392,0.07704251595053921
3661,Mercy Health- Saint Vincent Medical Center,313,Toledo,OH,24.114307492518773,0.07704251595053921
3662,Mercy Health- Willard Hospital,20,Willard,OH,1.5408503190107843,0.07704251595053921
3663,Mercy Health-Allen Hospital,25,Oberlin,OH,1.9260628987634802,0.07704251595053921
3664,Mercy Health-Lorain Hospital,226,Lorain,OH,17.41160860482186,0.07704251595053921
3665,Mercy Health-Lourdes Hospital,306,Paducah,KY,17.503104092580315,0.05719968657705985
3666,Mercy Health-Marcum and Wallace Hospital,25,Irvine,KY,1.4299921644264963,0.05719968657705985
3667,Mercy Health-Perrysburg Hospital,0,Perrysburg,OH,0.0,0.07704251595053921
3668,Mercy Health-Saint Elizabeth Boardman Hospital,206,Boardman,OH,15.870758285811077,0.07704251595053921
3669,Mercy Health-Tiffin Hospital,45,Tiffin,OH,3.4669132177742643,0.07704251595053921
3670,Mercy Health-Urbana,35,Urbana,OH,2.6964880582688724,0.07704251595053921
3671,Mercy Heart and Vascular Hospital Saint Louis,0,Saint Louis,MO,0.0,0.06974373907979033
3672,Mercy Hospital,21,Moundridge,KS,1.138607594936709,0.05421940928270042
3673,Mercy Hospital,25,Moose Lake,MN,1.2738753455642122,0.050955013822568486
3674,Mercy Hospital,343,Miami,FL,23.682665640680355,0.06904567242180862
3675,Mercy Hospital,481,Coon Rapids,MN,24.509361648655442,0.050955013822568486
3676,Mercy Hospital & Medical Center,258,Chicago,IL,17.496786688969102,0.06781700267042287
3677,Mercy Hospital - Unity Campus,164,Fridley,MN,8.356622266901232,0.050955013822568486
3678,Mercy Hospital Ada,148,Ada,OK,8.693443403714875,0.058739482457532945
3679,Mercy Hospital Ardmore,180,Ardmore,OK,10.57310684235593,0.058739482457532945
3680,Mercy Hospital Aurora,25,Aurora,MO,1.743593476994758,0.06974373907979033
3681,Mercy Hospital Berryville,25,Berryville,AR,1.45651173492867,0.058260469397146804
3682,Mercy Hospital Booneville,24,Booneville,AR,1.3982512655315233,0.058260469397146804
3683,Mercy Hospital Carthage,25,Carthage,MO,1.743593476994758,0.06974373907979033
3684,Mercy Hospital Cassville,18,Cassville,MO,1.255387303436226,0.06974373907979033
3685,Mercy Hospital Downtown Bakersfield,226,Bakersfield,CA,17.63767944283887,0.07804282939309234
3686,Mercy Hospital Fort Smith,385,Fort Smith,AR,22.43028071790152,0.058260469397146804
3687,Mercy Hospital Healdton,22,Healdton,OK,1.2922686140657247,0.058739482457532945
3688,Mercy Hospital Jefferson,321,Festus,MO,22.387740244612694,0.06974373907979033
3689,Mercy Hospital Joplin,240,Joplin,MO,16.738497379149678,0.06974373907979033
3690,Mercy Hospital Kingfisher,25,Kingfisher,OK,1.4684870614383236,0.058739482457532945
3691,Mercy Hospital Lebanon,43,Lebanon,MO,2.998980780430984,0.06974373907979033
3692,Mercy Hospital Lincoln,25,Troy,MO,1.743593476994758,0.06974373907979033
3693,Mercy Hospital Logan County,25,Guthrie,OK,1.4684870614383236,0.058739482457532945
3694,Mercy Hospital Northwest Arkansas,206,Rogers,AR,12.001656695812242,0.058260469397146804
3695,Mercy Hospital of Buffalo,470,Buffalo,NY,33.09921230307577,0.07042385596399099
3696,Mercy Hospital of Folsom,106,Folsom,CA,8.272539915667789,0.07804282939309234
3697,Mercy Hospital Oklahoma City,308,Oklahoma City,OK,18.091760596920146,0.058739482457532945
3698,Mercy Hospital Ozark,25,Ozark,AR,1.45651173492867,0.058260469397146804
3699,Mercy Hospital Paris,16,Paris,AR,0.9321675103543489,0.058260469397146804
3700,Mercy Hospital Saint Louis,859,Saint Louis,MO,59.90987186953989,0.06974373907979033
3701,Mercy Hospital South,767,Saint Louis,MO,53.49344787419918,0.06974373907979033
3702,Mercy Hospital Southwest,0,Bakersfield,CA,0.0,0.07804282939309234
3703,Mercy Hospital Springfield,665,Springfield,MO,46.37958648806057,0.06974373907979033
3704,Mercy Hospital Tishomingo,25,Tishomingo,OK,1.4684870614383236,0.058739482457532945
3705,Mercy Hospital Waldron,24,Waldron,AR,1.3982512655315233,0.058260469397146804
3706,Mercy Hospital Washington,148,Washington,MO,10.322073383808968,0.06974373907979033
3707,Mercy Hospital Watonga,25,Watonga,OK,1.4684870614383236,0.058739482457532945
3708,Mercy Iowa City,218,Iowa City,IA,13.590522199217851,0.062341844950540605
3709,Mercy Medical Center,317,Springfield,MA,21.85564587209872,0.06894525511703066
3710,Mercy Medical Center,229,Baltimore,MD,16.49686295260413,0.07203870284979969
3711,Mercy Medical Center,186,Merced,CA,14.515966267115177,0.07804282939309234
3712,Mercy Medical Center,243,Cedar Rapids,IA,15.149068322981368,0.062341844950540605
3713,Mercy Medical Center,338,Canton,OH,26.040370391282252,0.07704251595053921
3714,Mercy Medical Center,375,Rockville Centre,NY,26.408945986496622,0.07042385596399099
3715,Mercy Medical Center,140,Roseburg,OR,9.420735785953179,0.06729096989966556
3716,Mercy Medical Center - North Campus,107,Clinton,IA,6.670577409707844,0.062341844950540605
3717,Mercy Medical Center Mount Shasta,25,Mount Shasta,CA,1.9510707348273086,0.07804282939309234
3718,Mercy Medical Center Redding,262,Redding,CA,20.447221300990194,0.07804282939309234
3719,Mercy Orthopedic Hospital Fort Smith,0,Fort Smith,AR,0.0,0.058260469397146804
3720,Mercy Orthopedic Hospital Springfield,0,Ozark,MO,0.0,0.06974373907979033
3721,Mercy Regional Medical Center,109,Ville Platte,LA,6.137960800243729,0.05631156697471311
3722,Mercy Regional Medical Center,82,Durango,CO,6.248205641796027,0.07619762977800033
3723,Mercy Rehabilitation Hospital Oklahoma City,50,Oklahoma City,OK,2.9369741228766473,0.058739482457532945
3724,Mercy Rehabilitation Hospital Springfield,60,Springfield,MO,4.184624344787419,0.06974373907979033
3725,Mercy Rehabilitation Hospital St. Louis,90,Chesterfield,MO,6.276936517181129,0.06974373907979033
3726,Mercy San Juan Medical Center,370,Carmichael,CA,28.875846875444168,0.07804282939309234
3727,Mercy St. Francis Hospital,25,Mountain View,MO,1.743593476994758,0.06974373907979033
3728,Mercyhealth Hospital and Medical Center- Walworth,25,Lake Geneva,WI,1.4232999472851873,0.05693199789140749
3729,Mercyhealth Hospital and Trauma Center-Janesville,237,Janesville,WI,13.492883500263575,0.05693199789140749
3730,MercyOne Centerville Medical Center,25,Centerville,IA,1.5585461237635152,0.062341844950540605
3731,MercyOne Clive Rehabilitation Hospital,50,Clive,IA,3.1170922475270304,0.062341844950540605
3732,MercyOne Des Moines,583,Des Moines,IA,36.34529560616517,0.062341844950540605
3733,MercyOne Dubuque Medical Center,179,Dubuque,IA,11.159190246146768,0.062341844950540605
3734,MercyOne Dyersville Medical Center,20,Dyersville,IA,1.246836899010812,0.062341844950540605
3735,MercyOne Elkader Medical Center,15,Elkader,IA,0.935127674258109,0.062341844950540605
3736,MercyOne New Hampton,8,New Hampton,IA,0.49873475960432484,0.062341844950540605
3737,MercyOne North Iowa,235,Mason City,IA,14.650333563377043,0.062341844950540605
3738,MercyOne Oakland Medical Center,16,Oakland,NE,1.0433809123985447,0.06521130702490904
3739,MercyOne Oelwein Medical Center,64,Oelwein,IA,3.9898780768345987,0.062341844950540605
3740,MercyOne Primghar Medical Center,14,Primghar,IA,0.8727858293075684,0.062341844950540605
3741,MercyOne Siouxland Medical Center,197,Sioux City,IA,12.281343455256499,0.062341844950540605
3742,MercyOne West Des Moines Medical Center,0,West Des Moines,IA,0.0,0.062341844950540605
3743,Meridell Achievement Center,0,Liberty Hill,TX,0.0,0.07119957955590593
3744,Meridian Health Services Muncie Campus,16,Muncie,IN,1.2187952804802318,0.07617470503001449
3745,Merit Health Biloxi,177,Biloxi,MS,11.583099310696962,0.06544123904348566
3746,Merit Health Central,319,Jackson,MS,20.875755254871926,0.06544123904348566
3747,Merit Health Madison,67,Canton,MS,4.384563015913539,0.06544123904348566
3748,Merit Health Natchez,179,Natchez,MS,11.713981788783933,0.06544123904348566
3749,Merit Health Rankin,134,Brandon,MS,8.769126031827078,0.06544123904348566
3750,Merit Health River Oaks,158,Flowood,MS,10.339715768870734,0.06544123904348566
3751,Merit Health River Region,321,Vicksburg,MS,21.006637732958897,0.06544123904348566
3752,Merit Health Wesley,167,Hattiesburg,MS,10.928686920262106,0.06544123904348566
3753,Merit Health Woman's Hospital,33,Jackson,MS,2.159560888435027,0.06544123904348566
3754,Meritus Medical Center,254,Hagerstown,MD,18.29783052384912,0.07203870284979969
3755,Merrick Medical Center,20,Central City,NE,1.304226140498181,0.06521130702490904
3756,Mesa Springs,72,Fort Worth,TX,5.126369728025227,0.07119957955590593
3757,Mesa View Regional Hospital,25,Mesquite,NV,2.2485666507405635,0.08994266602962254
3758,Mescalero Hospital,6,Mescalero,NM,0.45334434351775393,0.07555739058629232
3759,Mesilla Valley Hospital,120,Las Cruces,NM,9.066886870355079,0.07555739058629232
3760,Mesquite Rehabilitation Institute,30,Mesquite,TX,2.135987386677178,0.07119957955590593
3761,Mesquite Specialty Hospital,40,Mesquite,TX,2.8479831822362374,0.07119957955590593
3762,Methodist Ambulatory Surgery Hospital,22,San Antonio,TX,1.5663907502299306,0.07119957955590593
3763,Methodist Behavioral Hospital,60,Maumelle,AR,3.4956281638288083,0.058260469397146804
3764,Methodist Charlton Medical Center,317,Dallas,TX,22.57026671922218,0.07119957955590593
3765,Methodist Children's Hospital,198,San Antonio,TX,14.097516752069374,0.07119957955590593
3766,Methodist Dallas Medical Center,378,Dallas,TX,26.913441072132443,0.07119957955590593
3767,Methodist Fremont Health,176,Fremont,NE,11.477190036383991,0.06521130702490904
3768,Methodist Health Henderson County Campus,118,Henderson,KY,6.749563016093062,0.05719968657705985
3769,Methodist Hospital,374,Omaha,NE,24.389028827315983,0.06521130702490904
3770,Methodist Hospital,348,Arcadia,CA,27.158904628796137,0.07804282939309234
3771,Methodist Hospital,1637,San Antonio,TX,116.553711733018,0.07119957955590593
3772,Methodist Hospital,361,Saint Louis Park,MN,18.394759989947225,0.050955013822568486
3773,Methodist Hospital for Surgery,32,Addison,TX,2.27838654578899,0.07119957955590593
3774,Methodist Hospital of Chicago,145,Chicago,IL,9.833465387211316,0.06781700267042287
3775,Methodist Hospital of Sacramento,329,Sacramento,CA,25.676090870327382,0.07804282939309234
3776,Methodist Hospital South,67,Jourdanton,TX,4.770371830245697,0.07119957955590593
3777,Methodist Hospital Union County,25,Morganfield,KY,1.4299921644264963,0.05719968657705985
3778,Methodist Hospitals - Northlake Campus,509,Gary,IN,38.77292486027737,0.07617470503001449
3779,Methodist Hospitals - Southlake Campus,319,Merrillville,IN,24.29973090457462,0.07617470503001449
3780,Methodist Jennie Edmundson Hospital,110,Council Bluffs,IA,6.857602944559466,0.062341844950540605
3781,Methodist Le Bonheur Germantown Hospital,0,Germantown,TN,0.0,0.07062383612662942
3782,Methodist Mansfield Medical Center,254,Mansfield,TX,18.084693207200107,0.07119957955590593
3783,Methodist McKinney Hospital,23,McKinney,TX,1.6375903297858365,0.07119957955590593
3784,Methodist Medical Center of Oak Ridge,204,Oak Ridge,TN,14.407262569832403,0.07062383612662942
3785,Methodist North Hospital,0,Memphis,TN,0.0,0.07062383612662942
3786,Methodist Olive Branch Hospital,53,Olive Branch,MS,3.4683856693047397,0.06544123904348566
3787,Methodist Rehabilitation Center,124,Jackson,MS,8.114713641392221,0.06544123904348566
3788,Methodist Rehabilitation Hospital,50,Dallas,TX,3.5599789777952964,0.07119957955590593
3789,Methodist Richardson Medical Center,223,Richardson,TX,15.877506240967023,0.07119957955590593
3790,Methodist South Hospital,0,Memphis,TN,0.0,0.07062383612662942
3791,Methodist Southlake Hospital,0,Southlake,TX,0.0,0.07119957955590593
